,AssignmentStatus,WorkTimeInSeconds,Input.title,Input.support_statement,Input.claim,Answer.worker_warrant
403,Approved,36,Zoos,Zoos should be abolished because they keep animals in unnatural habitats.,We should abolish zoos,animals cannot adapt to artificial habitats
404,Approved,3275,Zoos,Zoos should be abolished because they keep animals in unnatural habitats.,We should abolish zoos,animals are happier living in the environments they evolved in inhabit
405,Approved,75,Zoos,Zoos should be abolished because they keep animals in unnatural habitats.,We should abolish zoos,humans do not have the right to decide where and how animals should live their lives
406,Approved,1240,Zoos,Zoos should be abolished because they keep animals in unnatural habitats.,We should abolish zoos,artificial environments cause psychological damage
407,Approved,148,Zoos,Zoos should be abolished because they keep animals in unnatural habitats.,We should abolish zoos,animals need specific types of environments to thrive
408,Approved,30,Zoos,Zoos should be abolished because they keep animals in unnatural habitats.,We should abolish zoos,environments which are not natural will hurt animals
409,Approved,27,Zoos,Zoos should be abolished because they keep animals in unnatural habitats.,We should abolish zoos,animals don't belong in unnatural habitats
410,Approved,43,Zoos,Zoos should be abolished because they restrict the natural behaviour of the animals and all too often the conditions are poor.,We should abolish zoos,zoos change for the worse the behavior of the animals
411,Approved,439,Zoos,Zoos should be abolished because they restrict the natural behaviour of the animals and all too often the conditions are poor.,We should abolish zoos,we cannot monitor the activities of every single zoo
412,Approved,2104,Zoos,Zoos should be abolished because they restrict the natural behaviour of the animals and all too often the conditions are poor.,We should abolish zoos,animals can't live on concrete floors and enclosed in cage
413,Approved,251,Zoos,Zoos should be abolished because they restrict the natural behaviour of the animals and all too often the conditions are poor.,We should abolish zoos,we cannot tolerate such horrible conditions
414,Approved,36,Zoos,Zoos should be abolished because they restrict the natural behaviour of the animals and all too often the conditions are poor.,We should abolish zoos,animals are healthiest when allowed to engage in their natural behaviors
415,Approved,934,Zoos,Zoos should be abolished because they restrict the natural behaviour of the animals and all too often the conditions are poor.,We should abolish zoos,zoo conditions are bad because they restrict an animal's natural behaviour
416,Approved,489,Zoos,Zoos should be abolished because they restrict the natural behaviour of the animals and all too often the conditions are poor.,We should abolish zoos,"many species live in groups and this is fundamental to their well-being, puppies and family members are often sold and sent to other zoos or aquariums, compromising the relationships between them"
417,Approved,76,Zoos,Zoos should be abolished because they restrict the natural behaviour of the animals and all too often the conditions are poor.,We should abolish zoos,zoos cause animals to behave unnaturally
418,Approved,27,Zoos,Zoos should be abolished because they restrict the natural behaviour of the animals and all too often the conditions are poor.,We should abolish zoos,animals are kept in poor conditions at zoos
419,Approved,1092,Zoos,Zoos should be abolished because they restrict the natural behaviour of the animals and all too often the conditions are poor.,We should abolish zoos,"zoos cannot be trusted to spend money and reduce profits to better the conditions of the enclosures,"
420,Approved,1148,Zoos,zoos should be abolished for the animals to live free,We should abolish zoos,"releasing animals to the wild would restore natural habitats and promote a healthier environment,"
421,Approved,19,Zoos,zoos should be abolished for the animals to live free,We should abolish zoos,living free is of great benefit to animals
422,Approved,11,Zoos,zoos should be abolished for the animals to live free,We should abolish zoos,animals can not live free in cages
423,Approved,256,Zoos,zoos should be abolished for the animals to live free,We should abolish zoos,we have no right to take that freedom
424,Approved,166,Zoos,zoos should be abolished for the animals to live free,We should abolish zoos,animals were doing fine before the invention of zoos
425,Approved,59,Zoos,zoos should be abolished for the animals to live free,We should abolish zoos,animals are meant to live in nature
426,Approved,17,Zoos,zoos should be abolished for the animals to live free,We should abolish zoos,animals deserve to live free
427,Approved,1135,Zoos,zoos should be abolished for the animals to live free,We should abolish zoos,animals should be allowed freedom to live in their own habitat
428,Approved,74,Zoos,zoos should be abolished for the animals to live free,We should abolish zoos,existence of zoos will always mean confinement of some animals
429,Approved,51,Zoos,zoos should be abolished for the animals to live free,We should abolish zoos,animals have a right to autonomy
430,Approved,2425,Zoos,zoos should be abolished its unnatural to keep animals caged up and restricted they should be left in their natural habitats,We should abolish zoos,animals have greater satisfaction living in their natural habitats
